ticker,company,sector,industry,country,market_cap,pe,ps,pb,p_free_cash_flow,dividend_yield,performance_half_year,price,evebitda,bb,pe_rank,ps_rank,pb_rank,pfcf_rank,bby,shy,shy_rank,evebitda_rank,rank,ovr_rank
SIFY,Sify Technologies Limited,Technology,Internet Service Providers,India,212300000.0,17.14,1.05,1.71,0.0,1.67,-11.37,1.2,0,45.92161016949153,71.5042372881356,55.98516949152542,69.09427966101694,-0.0,1.67,60.32838983050848,50,352.833686440678,70.76271186440678
SIG,Signet Jewelers Limited,Services,Jewelry Stores,Bermuda,9870000000.0,24.48,1.59,3.41,0.0,0.71,3.17,123.12,0.0,20400000,27.860169491525422,58.71292372881356,28.57521186440678,69.14724576271186,-0.20668693009118544,0.5033130699088145,47.748940677966104,19.64133219470538,251.6858237201291,28.3103813559322
SIGI,Selective Insurance Group Inc.,Financial,Property & Casualty Insurance,USA,1750000000.0,9.51,0.84,1.33,6.28,1.82,11.61,30.73,0.0,-3869000,66.18114406779661,77.59533898305084,66.94915254237289,52.092161016949156,0.22108571428571427,2.0410857142857144,63.532838983050844,19.612866495872474,345.9635020890928,68.29978813559322
SIGM,"Sigma Designs, Inc.",Technology,Semiconductor - Specialized,USA,343460000.0,0.0,1.66,2.34,85.87,0.0,41.32,9.61,0.0,-2466000,89.0625,57.282838983050844,43.00847457627119,6.25,0.7179875385780004,0.7179875385780004,50.47669491525424,19.584400797039567,265.66490927161584,34.083686440677965
SIM,Grupo Simec S.A.B. de C.V.,Basic Materials,Steel & Iron,Mexico,1330000000.0,17.23,0.83,0.8,0.0,0.0,-2.06,8.1,0.0,0,45.70974576271186,77.86016949152543,84.32203389830508,69.2531779661017,-0.0,0.0,28.01906779661017,19.55593509820666,324.72013001346085,59.5603813559322
SIMO,Silicon Motion Technology Corp.,Technology,Diversified Electronics,Taiwan,761120000.0,13.61,2.4,2.39,16.37,2.7,-22.83,22.19,0.0,0,57.36228813559322,45.97457627118644,41.97563559322034,38.42690677966102,-0.0,2.7,68.0614406779661,19.527469399373754,271.32831685700086,36.25529661016949
SINA,SINA Corporation,Technology,Internet Software & Services,China,2109999999.9999998,12.94,2.71,1.06,0.0,0.0,-3.08,36.24,0.0,-9979000,58.97775423728814,42.902542372881356,76.13877118644068,69.30614406779661,0.47293838862559245,0.47293838862559245,47.29872881355932,19.499003700540847,314.12294437850693,54.92584745762712
SIR,Select Income REIT,Financial,REIT - Office,USA,1730000000.0,15.85,5.49,0.78,0.0,10.34,-18.2,19.34,0.0,44000,50.63559322033898,22.19279661016949,85.35487288135593,69.33262711864407,-0.0025433526011560694,10.337456647398843,87.1822033898305,19.470538001707943,334.16863122204694,64.0625
SIRI,Sirius XM Holdings Inc.,Services,Broadcasting - Radio,USA,19800000000.0,41.33,4.55,46.5,15.85,0.0,-2.87,3.72,0.0,2094183000,13.532838983050846,27.621822033898308,0.9004237288135594,38.983050847457626,-10.576681818181818,-10.576681818181818,1.8538135593220337,19.442072302875037,102.33402145541741,0.6620762711864406
SIRO,Sirona Dental Systems Inc.,Healthcare,Medical Appliances & Equipment,USA,5470000000.0,30.06,4.78,4.25,28.66,0.0,6.99,98.01,0.0,12700000,20.89512711864407,25.8739406779661,21.451271186440678,23.41101694915254,-0.23217550274223037,-0.23217550274223037,21.927966101694913,19.41360660404213,132.9729286379404,2.277542372881356
SIVB,SVB Financial Group,Financial,Regional - Pacific Banks,USA,6540000000.0,22.1,6.7,2.14,33.61,0.0,3.57,127.06,0.0,32245000,32.38877118644068,17.346398305084744,46.76906779661017,19.491525423728813,-0.4930428134556575,-0.4930428134556575,20.127118644067796,19.385140905209223,155.50802226114143,4.713983050847458
SIX,Six Flags Entertainment Corporation,Services,General Entertainment,USA,4179999999.9999995,70.0,3.49,30.84,32.2,4.72,-7.31,44.1,171945000,6.435381355932203,34.93114406779661,1.5625,20.577330508474574,-4.1135167464114835,0.6064832535885163,49.284957627118644,50,162.79131355932202,5.932203389830509
SJI,"South Jersey Industries, Inc.",Utilities,Gas Utilities,USA,1740000000.0,16.19,1.81,1.79,0.0,3.97,-9.6,25.42,0.0,-67157000,49.41737288135593,54.21080508474576,53.998940677966104,69.4385593220339,3.8595977011494256,7.829597701149426,84.03072033898306,19.356675206376316,330.4530735114611,62.04978813559322
SJM,The J. M. Smucker Company,Consumer Goods,Processed & Packaged Goods,USA,13150000000.0,31.86,2.31,1.69,56.81,2.44,-1.82,109.9,0.0,23500000,19.279661016949152,47.11334745762712,56.40889830508474,10.38135593220339,-0.17870722433460076,2.261292775665399,64.88347457627118,19.32820950754341,217.394946795679,17.558262711864405
SJR,"Shaw Communications, Inc.",Services,CATV Systems,Canada,9680000000.0,16.36,2.36,2.54,58.73,4.52,-12.82,20.12,0.0,0,48.64936440677966,46.42478813559322,39.43326271186441,9.93114406779661,-0.0,4.52,76.82733050847457,19.299743808710502,240.565633639219,24.523305084745765
SJT,San Juan Basin Royalty Trust,Basic Materials,Independent Oil & Gas,USA,489870000.0,13.47,12.69,52.55,0.0,2.95,-30.97,10.51,0.0,0,57.733050847457626,10.222457627118645,0.8739406779661016,69.46504237288136,-0.0,2.95,69.70338983050848,19.2712781098776,227.26915946580982,20.52436440677966
SJW,SJW Corp.,Utilities,Water Utilities,USA,603880000.0,10.79,1.83,1.66,0.0,2.63,-4.1,29.66,0.0,-1866000,63.956567796610166,54.02542372881356,57.309322033898304,69.51800847457628,0.30900178843478837,2.9390017884347883,69.67690677966102,19.242812411044692,333.729041224604,63.85063559322034
SKM,SK Telecom Co. Ltd.,Technology,Wireless Communications,South Korea,17320000000.0,8.98,1.2,1.21,0.0,0.82,-19.26,23.27,0.0,0,67.21398305084746,67.37288135593221,70.86864406779661,69.59745762711864,-0.0,0.82,51.668432203389834,19.214346712211785,345.93574501729654,68.27330508474576
SKT,Tanger Factory Outlet Centers Inc.,Financial,REIT - Retail,USA,3110000000.0,32.16,7.29,6.11,0.0,3.51,-9.71,32.48,0.0,-918000,19.014830508474574,15.96927966101695,12.923728813559322,69.75635593220339,0.02951768488745981,3.5395176848874597,73.01377118644068,19.18588101337888,209.86384711507378,15.227754237288135
SKX,Skechers USA Inc.,Consumer Goods,Textile - Apparel Footwear & Accessories,USA,7320000000.0,34.55,2.6,5.86,66.22,0.0,103.66,140.63,0.0,-2062000,17.108050847457626,44.041313559322035,13.797669491525424,8.554025423728813,0.028169398907103824,0.028169398907103824,38.373940677966104,19.157415314545972,141.03241531454597,2.992584745762712
SKYS,"Sky Solar Holdings, Ltd.",Utilities,Diversified Utilities,Hong Kong,346120000.0,0.0,9.38,2.47,0.0,0.0,-37.15,7.1,0.0,0,89.08898305084746,13.029661016949154,40.73093220338983,69.83580508474576,-0.0,0.0,28.3103813559322,19.128949615713065,260.12471232757747,31.4353813559322
SKYW,SkyWest Inc.,Services,Regional Airlines,USA,833890000.0,15.85,0.26,0.59,0.0,0.97,11.64,16.48,0.0,14992000,50.66207627118644,94.88877118644068,88.98305084745762,69.86228813559322,-1.7978390435189295,-0.8278390435189296,18.61758474576271,19.100483916880158,342.11425510332083,66.76377118644068
SLAB,Silicon Laboratories Inc.,Technology,Semiconductor - Integrated Circuits,USA,1790000000.0,61.1,2.75,2.26,18.09,0.0,-16.35,41.55,0.0,65079000,7.733050847457627,42.39936440677966,44.38559322033898,35.51377118644068,-3.6356983240223464,-3.6356983240223464,9.295550847457628,19.072018218047255,158.39934872652185,5.084745762711865
SLB,Schlumberger Limited,Basic Materials,Oil & Gas Equipment & Services,USA,98070000000.0,23.07,2.2,2.59,18.57,2.58,-8.9,77.5,0.0,3254000000,30.16419491525424,48.78177966101695,38.61228813559322,34.74576271186441,-3.318038136025288,-0.7380381360252879,19.014830508474574,19.043552519214344,190.3624084514177,10.963983050847457
SLCA,"U.S. Silica Holdings, Inc.",Basic Materials,Industrial Metals & Minerals,USA,1120000000.0,11.46,1.33,2.77,43.08,2.38,-31.7,20.98,0.0,14538000,62.6853813559322,64.11546610169492,35.69915254237288,14.380296610169491,-1.2980357142857142,1.0819642857142857,55.217161016949156,19.01508682038144,251.11254444750008,28.01906779661017
SLF,Sun Life Financial Inc.,Financial,Property & Casualty Insurance,Canada,19040000000.0,12.01,1.14,1.4,17.5,3.73,2.77,31.11,0.0,0,61.28177966101694,68.77648305084746,64.7510593220339,36.811440677966104,-0.0,3.73,73.7552966101695,18.986621121548534,324.36268044358246,59.375
SLG,SL Green Realty Corp.,Financial,REIT - Retail,USA,11110000000.0,179.97,7.02,1.61,0.0,2.15,-13.13,111.58,0.0,-453957000,2.11864406779661,16.578389830508474,58.60699152542372,69.88877118644068,4.0860216021602165,6.236021602160216,81.19703389830508,18.958155422715627,247.34798593119018,26.77436440677966
SLGN,Silgan Holdings Inc.,Consumer Goods,Packaging & Containers,USA,3220000000.0,18.37,0.83,5.53,21.02,1.2,-6.41,53.27,0.0,195791000,41.79025423728814,77.91313559322035,14.96292372881356,31.25,-6.080465838509317,-4.880465838509317,6.779661016949152,18.92968972388272,191.62566430015391,11.38771186440678
SLH,Solera Holdings Inc.,Technology,Application Software,USA,3040000000.0,56.61,2.73,8.12,57.46,1.72,-17.3,45.29,0.0,139339000,8.58050847457627,42.55826271186441,8.659957627118645,10.248940677966102,-4.5835197368421055,-2.8635197368421057,11.149364406779661,18.901224025049814,100.0982579233549,0.6091101694915254
SLM,SLM Corporation,Financial,Credit Services,USA,3590000000.0,16.55,4.81,2.57,0.0,0.0,-9.25,8.44,0.0,0,47.934322033898304,25.58262711864407,39.08898305084746,69.91525423728814,-0.0,0.0,28.389830508474578,18.87275832621691,229.78377527536946,21.133474576271187
SLRC,Solar Capital Ltd.,Financial,Diversified Investments,USA,766580000.0,16.71,6.67,0.82,0.0,8.86,-3.65,18.05,0.0,47.53707627118644,17.39936440677966,84.0572033898305,69.96822033898306,8.86,85.5667372881356,18.844292627384,323.37289432229926,58.95127118644068
SLW,Silver Wheaton Corp.,Basic Materials,Silver,Canada,5520000000.0,32.31,9.18,1.23,0.0,1.47,-35.48,13.57,0.0,0,18.85593220338983,13.347457627118645,70.33898305084746,69.9947033898305,-0.0,1.47,58.71292372881356,18.815826928551097,250.0658269285511,27.780720338983052
SM,SM Energy Company,Basic Materials,Independent Oil & Gas,USA,2240000000.0,5.21,1.09,1.02,0.0,0.3,-29.57,33.0,0.0,-5544000,70.89512711864407,70.28601694915254,77.48940677966102,70.20656779661016,0.24750000000000003,0.5475,48.4375,18.78736122971819,356.101979873786,71.90148305084746
SMCI,"Super Micro Computer, Inc.",Technology,Networking & Communication Devices,USA,1200000000.0,12.76,0.6,1.94,0.0,0.0,-34.34,25.39,0.0,-25845000,59.5603813559322,84.61334745762711,50.66207627118644,70.41843220338984,2.15375,2.15375,64.27436440677965,18.758895530885283,348.2874972258005,69.17372881355932
SMFG,"Sumitomo Mitsui Financial Group, Inc.",Financial,Foreign Regional Banks,Japan,54310000000.0,8.54,1.49,0.73,0.0,3.27,1.79,7.94,0.0,0,68.00847457627118,60.831567796610166,86.3082627118644,70.44491525423729,-0.0,3.27,71.53072033898306,18.73042983205238,375.85437051001844,81.6207627118644
SMG,The Scotts Miracle-Gro Company,Basic Materials,Agricultural Chemicals,USA,3870000000.0,23.59,1.3,5.7,0.0,2.97,-1.64,63.22,0.0,23100000,29.23728813559322,64.98940677966102,14.539194915254235,70.52436440677965,-0.5968992248062016,2.3731007751937985,65.96927966101694,18.70196413321947,263.96149803152457,33.07733050847458
SMI,Semiconductor Manufacturing International Corp.,Technology,Semiconductor - Integrated Circuits,China,3520000000.0,17.63,1.74,1.01,0.0,0.0,-3.64,4.23,0.0,0,44.54449152542373,55.34957627118644,77.72775423728814,70.6302966101695,-0.0,0.0,28.52224576271186,18.673498434386566,295.4478628411662,47.00741525423729
SMLP,"Summit Midstream Partners, LP",Basic Materials,Oil & Gas Pipelines,USA,1460000000.0,0.0,4.57,1.13,0.0,10.34,-41.57,22.06,0.0,-226673000,89.11546610169492,27.46292372881356,73.35805084745762,70.65677966101694,15.525547945205478,25.865547945205478,96.1864406779661,18.645032735553656,375.4246937525029,81.54131355932203
SMP,Standard Motor Products Inc.,Consumer Goods,Auto Parts,USA,781360000.0,15.15,0.8,2.03,31.38,1.75,-9.02,34.24,0.0,11078000,52.807203389830505,78.89300847457628,48.64936440677966,21.21292372881356,-1.417784375959865,0.33221562404013505,44.94173728813559,18.616567036720753,265.12080432485635,33.79237288135593
SMRT,Stein Mart Inc.,Services,Apparel Stores,USA,495310000.0,18.81,0.37,6.86,0.0,2.75,-1.33,10.91,0.0,3233000,40.20127118644068,91.60487288135593,10.699152542372882,70.6832627118644,-0.6527225374008196,2.0972774625991804,63.771186440677965,18.588101337887846,295.5478471005997,47.03389830508475
SMTC,Semtech Corporation,Technology,Semiconductor - Integrated Circuits,USA,1080000000.0,55.86,1.94,2.02,16.11,0.0,-41.66,16.2,0.0,42040000,8.739406779661017,52.595338983050844,48.99364406779661,38.63877118644068,-3.892592592592593,-3.892592592592593,8.92478813559322,18.55963563905494,176.4515847915973,7.971398305084746
SN,Sanchez Energy Corporation,Basic Materials,Independent Oil & Gas,USA,360820000.0,0.0,0.57,0.0,0.0,0.0,-56.62,5.83,0.0,72000,89.14194915254238,85.51377118644068,95.07415254237289,70.84216101694916,-0.019954547974059086,-0.019954547974059086,24.41737288135593,18.531169940222032,383.5205767198831,84.45444915254238
SNA,Snap-on Incorporated,Industrial Goods,Small Tools & Accessories,USA,9360000000.0,21.12,2.8,4.07,42.53,1.32,11.09,160.92,0.0,66300000,34.5603813559322,41.81673728813559,22.695974576271187,14.592161016949154,-0.7083333333333333,0.6116666666666668,49.39088983050847,18.502704241389125,181.55884830918572,8.951271186440678
SNBC,Sun Bancorp Inc.,Financial,Regional - Northeast Banks,USA,373400000.0,200.0,4.84,1.47,207.44,0.0,9.41,20.0,0.0,-20631000,1.8273305084745763,25.55614406779661,62.791313559322035,2.5158898305084745,5.525174076057847,5.525174076057847,79.50211864406779,18.474238542556222,190.6670351527257,11.069915254237287
SNC,"State National Companies, Inc.",Financial,Property & Casualty Insurance,USA,447570000.0,13.97,2.56,1.72,8.41,2.39,10.52,10.06,0.0,-97149000,56.144067796610166,44.35911016949153,55.79978813559322,50.05296610169492,21.705878410081105,24.095878410081106,95.6832627118644,18.44577284372331,320.4849677589776,57.86546610169492
SNCR,"Synchronoss Technologies, Inc.",Technology,Application Software,USA,1890000000.0,40.75,3.6,3.16,3789.5,0.0,-0.8,43.2,0.0,-35873000,13.797669491525424,34.26906779661017,31.091101694915253,0.1059322033898305,1.8980423280423282,1.8980423280423282,62.07627118644068,18.417307144890408,159.75734951777176,5.402542372881356
SNDK,SanDisk Corp.,Technology,Data Storage Devices,USA,10030000000.0,19.54,1.66,1.8,12.44,2.45,-38.93,49.05,0.0,1893882000,38.50635593220339,57.36228813559322,53.60169491525424,43.90889830508475,-18.882173479561317,-16.432173479561317,0.8209745762711865,18.388841446057498,212.5890533104643,16.128177966101696
SNE,Sony Corporation,Consumer Goods,Electronic Equipment,Japan,31610000000.0,0.0,0.47,1.55,7.52,0.98,-9.32,24.51,0.0,0,89.16843220338984,88.79766949152543,60.32838983050848,51.032838983050844,-0.0,0.98,54.02542372881356,18.360375747224595,361.71312998451276,74.04661016949152
SNH,Senior Housing Properties Trust,Financial,REIT - Healthcare Facilities,USA,3930000000.0,21.49,4.26,1.09,0.0,9.43,-24.48,16.55,0.0,-659445000,33.58050847457627,29.422669491525422,74.86758474576271,71.05402542372882,16.779770992366412,26.209770992366412,96.26588983050848,18.331910048391688,323.5225880144934,59.083686440677965
SNHY,Sun Hydraulics Corp.,Industrial Goods,Industrial Equipment & Components,USA,841050000.0,21.0,3.85,3.92,47.79,1.14,-21.99,31.5,0.0,-987000,34.90466101694915,32.28283898305085,23.834745762711865,12.764830508474576,0.11735330836454433,1.2573533083645443,56.753177966101696,18.30344434955878,178.84369858684693,8.421610169491526
SNI,"Scripps Networks Interactive, Inc.",Services,Broadcasting - TV,USA,6940000000.0,12.5,2.57,5.05,10.1,1.7,-26.83,54.0,0.0,918525000,60.16949152542372,44.27966101694915,16.97563559322034,47.748940677966104,-13.235230547550433,-11.535230547550434,1.5889830508474576,18.274978650725878,189.03769051513262,10.672669491525424
SNMX,Senomyx Inc.,Basic Materials,Specialty Chemicals,USA,302910000.0,0.0,13.0,14.68,0.0,0.0,13.86,6.9,0.0,-3076000,89.19491525423729,9.904661016949152,3.5487288135593222,71.1864406779661,1.0154831468092833,1.0154831468092833,54.63453389830508,18.246512951892967,246.71579261290992,26.615466101694917
SNN,Smith & Nephew plc,Healthcare,Medical Appliances & Equipment,United Kingdom,15740000000.0,28.27,3.37,3.87,114.92,2.11,-2.89,35.06,0.0,0,22.7489406779661,36.06991525423729,24.364406779661017,4.369703389830509,-0.0,2.11,63.82415254237288,18.218047253060064,169.59516589712786,6.859110169491525
SNOW,"Intrawest Resorts Holdings, Inc.",Services,General Entertainment,USA,403180000.0,0.0,0.7,1.24,13.39,0.0,-8.04,8.92,0.0,0,89.22139830508475,82.04449152542372,69.75635593220339,42.77012711864407,-0.0,0.0,28.60169491525424,18.189581554227154,330.5836493508374,62.182203389830505
SNP,China Petroleum & Chemical Corp.,Basic Materials,Major Integrated Oil & Gas,China,99570000000.0,14.44,0.24,0.75,0.0,5.4,-17.17,66.7,0.0,0,54.81991525423729,95.52436440677965,85.99046610169492,71.26588983050848,-0.0,5.4,79.15783898305084,18.16111585539425,404.9195904316654,90.22775423728814
SNPS,Synopsys Inc.,Technology,Semiconductor Equipment & Materials,USA,7370000000.0,31.47,3.36,2.35,29.33,0.0,1.5,47.52,0.0,101237000,19.86228813559322,36.14936440677966,42.61122881355932,22.77542372881356,-1.3736363636363638,-1.3736363636363638,16.18114406779661,18.132650156561343,155.71209930910373,4.766949152542373
SNR,New Senior Investment Group Inc.,Financial,REIT - Diversified,USA,993360000.0,0.0,3.28,0.91,90.31,9.06,-32.91,11.48,0.0,-480398000,89.24788135593221,36.97033898305085,81.11758474576271,5.932203389830509,48.36091648546348,57.42091648546348,99.20550847457628,18.104184457728437,330.577701406881,62.15572033898306
SNTA,Synta Pharmaceuticals Corp.,Healthcare,Biotechnology,USA,264690000.0,0.0,0.0,3.73,0.0,0.0,-18.83,1.94,0.0,-57233000,89.27436440677965,98.51694915254238,25.715042372881356,71.3718220338983,21.622652914730438,21.622652914730438,94.72987288135593,18.075718758895533,397.68376960635317,88.24152542372882
SNV,Synovus Financial Corporation,Financial,Regional - Mid-Atlantic Banks,USA,3950000000.0,20.49,4.23,1.38,14.51,1.34,7.82,29.91,0.0,197295000,36.17584745762712,29.71398305084746,65.28072033898306,40.99576271186441,-4.994810126582278,-3.6548101265822783,9.242584745762713,18.047253060062623,199.45615136514738,13.26800847457627
SNX,SYNNEX Corp.,Services,Business Services,USA,3050000000.0,15.04,0.22,1.74,15.02,0.65,-1.56,77.01,0.0,1955000,53.204449152542374,95.78919491525424,55.376059322033896,40.121822033898304,-0.06409836065573771,0.5859016393442623,48.86122881355932,18.01878736122972,311.37154159851787,54.02542372881356
SNY,Sanofi,Healthcare,Drug Manufacturers - Major,France,130190000000.0,23.58,3.14,2.05,0.0,3.25,1.87,49.51,0.0,0,29.29025423728814,38.215042372881356,48.2521186440678,71.42478813559322,-0.0,3.25,71.45127118644068,17.990321662396813,276.623796238668,38.69173728813559
